project_id,project_name,project_type,state,district,total_parcels,total_land_area_acres,total_affected_families,planned_completion_date,avg_historical_delay_rate,centroid_latitude,centroid_longitude,geom_wkt
PRJ-1106,Madhya Pradesh Green Express Corridor Phase 1,Highway / Expressway,Madhya Pradesh,Jabalpur,10,400.57,504,2023-05-03,0.382,24.666245,78.514307,SRID=4326;POINT(78.514307 24.666245)
PRJ-1107,Urban Flyover & Transit Hub 3,Urban Metro / Transit,Rajasthan,Udaipur,8,302.52,918,2026-11-18,0.486,25.78412,73.726036,SRID=4326;POINT(73.726036 25.78412)
PRJ-1108,Indore Multi-Modal Logistics Park 5,Industrial Corridor / SEZ,Madhya Pradesh,Indore,9,254.25,331,2024-04-08,0.38,24.134835,77.827574,SRID=4326;POINT(77.827574 24.134835)
PRJ-1109,Kurnool Ultra Mega Solar Park Unit 3,Renewable / Solar Park,Andhra Pradesh,Kurnool,8,519.59,708,2026-09-17,0.392,16.125883,81.242943,SRID=4326;POINT(81.242943 16.125883)
PRJ-1110,Wind-Solar Hybrid Energy Grid 5,Renewable / Solar Park,Rajasthan,Udaipur,13,496.78,647,2026-01-07,0.39,25.881884,73.783172,SRID=4326;POINT(73.783172 25.881884)
PRJ-1111,Kalaburagi Multi-Modal Logistics Park 4,Industrial Corridor / SEZ,Karnataka,Kalaburagi,6,213.78,285,2026-12-07,0.374,15.257925,75.980962,SRID=4326;POINT(75.980962 15.257925)
PRJ-1112,Command Area Distribution Network 2,Irrigation / Water Canal,Odisha,Jajpur,10,450.02,558,2023-11-11,0.377,21.224074,85.529561,SRID=4326;POINT(85.529561 21.224074)
PRJ-1113,Visakhapatnam Cargo Terminal Expansion 1,Airport Infrastructure,Andhra Pradesh,Visakhapatnam,7,276.86,702,2025-06-19,0.364,15.643783,80.520539,SRID=4326;POINT(80.520539 15.643783)
PRJ-1114,NH-63 Four-Laning Bypass Section 3,Highway / Expressway,Odisha,Sundargarh,16,773.75,1186,2026-10-05,0.417,20.65846,85.281856,SRID=4326;POINT(85.281856 20.65846)
PRJ-1115,Wind-Solar Hybrid Energy Grid 4,Renewable / Solar Park,Madhya Pradesh,Jabalpur,12,421.76,551,2023-05-31,0.411,24.127136,79.058026,SRID=4326;POINT(79.058026 24.127136)
PRJ-1116,Coimbatore Lift Irrigation Main Canal Reach 4,Irrigation / Water Canal,Tamil Nadu,Coimbatore,13,948.69,1431,2024-07-16,0.438,11.485403,78.436056,SRID=4326;POINT(78.436056 11.485403)
PRJ-1117,NH-57 Four-Laning Bypass Section 1,Highway / Expressway,Tamil Nadu,Kanchipuram,17,623.37,736,2024-11-09,0.427,11.045641,78.591077,SRID=4326;POINT(78.591077 11.045641)
PRJ-1118,Karnataka Integrated Industrial Township 2,Industrial Corridor / SEZ,Karnataka,Kalaburagi,10,553.59,692,2024-03-17,0.406,15.809831,76.202316,SRID=4326;POINT(76.202316 15.809831)
PRJ-1119,Haryana Integrated Industrial Township 2,Industrial Corridor / SEZ,Haryana,Faridabad,5,178.71,200,2027-02-22,0.404,28.742062,76.602834,SRID=4326;POINT(76.602834 28.742062)
PRJ-1120,Kanchipuram Cargo Terminal Expansion 3,Airport Infrastructure,Tamil Nadu,Kanchipuram,5,381.81,1107,2024-02-03,0.376,11.141482,78.892024,SRID=4326;POINT(78.892024 11.141482)
PRJ-1121,Haryana Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Haryana,Panipat,11,598.36,765,2025-08-19,0.398,29.164738,76.583601,SRID=4326;POINT(76.583601 29.164738)
PRJ-1122,Gujarat Integrated Industrial Township 3,Industrial Corridor / SEZ,Gujarat,Surat,6,365.73,560,2024-12-31,0.563,22.921224,70.945613,SRID=4326;POINT(70.945613 22.921224)
PRJ-1123,Bharatmala Economic Highway Ring 1,Highway / Expressway,Odisha,Angul,11,417.59,501,2026-01-15,0.408,20.863524,85.111423,SRID=4326;POINT(85.111423 20.863524)
PRJ-1124,Industrial Rail Siding Network 2,Railway & Freight Corridor,Haryana,Panipat,14,601.89,861,2026-09-30,0.431,29.341933,76.526541,SRID=4326;POINT(76.526541 29.341933)
PRJ-1125,Bharatmala Economic Highway Ring 1,Highway / Expressway,Uttar Pradesh,Prayagraj,12,395.97,439,2026-01-26,0.488,27.482809,81.219653,SRID=4326;POINT(81.219653 27.482809)
PRJ-1126,Uttar Pradesh Clean Energy Hub Sector 4,Renewable / Solar Park,Uttar Pradesh,Lucknow,16,762.89,1122,2024-09-28,0.436,26.159782,80.292784,SRID=4326;POINT(80.292784 26.159782)
PRJ-1127,Suburban Commuter Rapid Transit Line 2,Urban Metro / Transit,Andhra Pradesh,Kurnool,11,477.57,1279,2026-05-05,0.556,15.925016,80.547919,SRID=4326;POINT(80.547919 15.925016)
PRJ-1128,Gujarat Green Express Corridor Phase 2,Highway / Expressway,Gujarat,Rajkot,12,558.55,776,2025-04-05,0.374,22.395421,72.22547,SRID=4326;POINT(72.22547 22.395421)
PRJ-1129,Thane Metro Rail Extension Corridor 4,Urban Metro / Transit,Maharashtra,Thane,9,360.3,1026,2026-07-27,0.542,19.89217,76.420099,SRID=4326;POINT(76.420099 19.89217)
PRJ-1130,Visakhapatnam Lift Irrigation Main Canal Reach 4,Irrigation / Water Canal,Andhra Pradesh,Visakhapatnam,4,271.7,331,2026-08-01,0.423,16.977734,80.512299,SRID=4326;POINT(80.512299 16.977734)
PRJ-1131,Bharuch Cargo Terminal Expansion 3,Airport Infrastructure,Gujarat,Bharuch,6,136.29,416,2022-04-09,0.423,22.529018,71.406608,SRID=4326;POINT(71.406608 22.529018)
PRJ-1132,Tamil Nadu Green Express Corridor Phase 2,Highway / Expressway,Tamil Nadu,Tiruchirappalli,8,344.21,524,2024-07-28,0.356,11.731786,78.541894,SRID=4326;POINT(78.541894 11.731786)
